timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume
2024-05-16 12:00:00,66503.8125,66752.0078125,65361.51171875,65818.8828125,8417.056640625,2024-05-16 15:59:59.999,555541248.0,365194,4402.82861328125,290628320.0
2024-05-16 16:00:00,65818.890625,65827.46875,64602.76953125,65186.8515625,8466.84765625,2024-05-16 19:59:59.999,551717952.0,295865,4214.783203125,274676736.0
2024-05-16 20:00:00,65186.83984375,65500.0,65050.0,65235.2109375,2429.69189453125,2024-05-16 23:59:59.999,158613952.0,105252,1168.3861083984375,76280080.0
2024-05-17 00:00:00,65235.2109375,65901.4609375,65106.37890625,65584.53125,3015.023681640625,2024-05-17 03:59:59.999,197522752.0,133934,1650.1414794921875,108128888.0
2024-05-17 04:00:00,65584.53125,66500.0,65367.51171875,66386.9375,4966.49072265625,2024-05-17 07:59:59.999,327794656.0,192410,2737.131591796875,180725392.0
2024-05-17 08:00:00,66386.9296875,66564.2265625,66068.7890625,66218.0,3554.567626953125,2024-05-17 11:59:59.999,235617616.0,156031,1765.6495361328125,117044808.0
2024-05-17 12:00:00,66217.9921875,67451.203125,65828.03125,67195.1015625,7892.28759765625,2024-05-17 15:59:59.999,526210016.0,313406,3962.95068359375,264306112.0
2024-05-17 16:00:00,67195.09375,67300.0,66214.671875,67047.9921875,5023.3447265625,2024-05-17 19:59:59.999,335755264.0,229473,2288.811767578125,152973456.0
2024-05-17 20:00:00,67047.9921875,67089.71875,66669.71875,67024.0,1840.5201416015625,2024-05-17 23:59:59.999,123071536.0,92000,896.4099731445312,59950708.0
2024-05-18 00:00:00,67024.0,67095.8828125,66725.53125,66945.046875,2481.396484375,2024-05-18 03:59:59.999,166015056.0,126456,1247.865966796875,83494720.0
2024-05-18 04:00:00,66945.0625,67240.6875,66730.0,66887.0,2081.5048828125,2024-05-18 07:59:59.999,139341152.0,113303,1085.19580078125,72660504.0
2024-05-18 08:00:00,66887.0078125,67400.0078125,66840.0,67190.8203125,3570.274169921875,2024-05-18 11:59:59.999,239799616.0,153454,1720.9359130859375,115577664.0
2024-05-18 12:00:00,67190.8125,67227.96875,66600.0,66823.6328125,3512.3935546875,2024-05-18 15:59:59.999,234964976.0,169310,1473.191162109375,98545888.0
2024-05-18 16:00:00,66823.6328125,66992.53125,66722.0,66912.6171875,1415.239013671875,2024-05-18 19:59:59.999,94616960.0,94889,686.2290649414062,45877248.0
2024-05-18 20:00:00,66912.6171875,67039.921875,66810.0,66915.203125,1380.449462890625,2024-05-18 23:59:59.999,92408184.0,76655,697.71630859375,46703236.0
2024-05-19 00:00:00,66915.203125,67294.3515625,66837.390625,67170.2109375,1968.76904296875,2024-05-19 03:59:59.999,132099904.0,102665,1023.3706665039062,68660440.0
