timestamp,close_time,open,high,low,close,volume,quote_asset_volume,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,number_of_trades
2017-08-17 09:30:00,2017-08-17 11:29:59.999,4261.48,4328.69,4261.32,4315.32,70.415924,302670.97,56.608574,243560.75,273
2017-08-17 11:30:00,2017-08-17 13:29:59.999,4330.29,4349.99,4287.41,4349.99,11.67294,50523.37,7.405153,32086.664,61
2017-08-17 13:30:00,2017-08-17 15:29:59.999,4333.32,4445.78,4333.32,4444.0,11.73643,51458.86,11.073055,48548.125,71
2017-08-17 15:30:00,2017-08-17 17:29:59.999,4441.1,4485.39,4399.81,4427.3,51.883453,231042.3,47.714577,212505.92,177
2017-08-17 17:30:00,2017-08-17 19:29:59.999,4436.06,4459.0,4411.0,4459.0,54.344833,241103.16,41.877037,185858.31,226
2017-08-17 19:30:00,2017-08-17 21:29:59.999,4459.0,4485.39,4333.42,4352.34,120.21717,533135.6,83.3071,369561.44,632
2017-08-17 21:30:00,2017-08-17 23:29:59.999,4352.33,4354.84,4235.45,4289.24,127.1237,547509.8,77.99427,336682.03,590
2017-08-17 23:30:00,2017-08-18 01:29:59.999,4289.24,4335.3,4200.74,4325.23,97.986015,417781.28,87.04209,371126.16,396
2017-08-18 01:30:00,2017-08-18 03:29:59.999,4307.56,4369.69,4258.56,4333.55,110.748505,478833.8,94.03575,406431.38,495
2017-08-18 03:30:00,2017-08-18 05:29:59.999,4333.55,4359.13,4280.82,4285.08,139.02141,600710.8,109.19093,471855.6,506
2017-08-18 05:30:00,2017-08-18 07:29:59.999,4285.08,4340.62,4134.61,4243.59,158.12036,671831.94,116.27716,495619.78,511
2017-08-18 07:30:00,2017-08-18 09:29:59.999,4251.95,4308.7,4234.0,4292.39,118.072685,503973.62,98.37841,419958.28,525
2017-08-18 09:30:00,2017-08-18 11:29:59.999,4292.39,4340.62,4234.43,4313.56,114.966805,492104.7,91.71444,392521.25,634
2017-08-18 11:30:00,2017-08-18 13:29:59.999,4313.56,4316.98,4247.75,4300.25,133.42223,571850.06,111.93226,479887.5,501
2017-08-18 13:30:00,2017-08-18 15:29:59.999,4285.0,4327.25,4259.85,4304.15,120.483,517531.72,106.720474,458357.1,475
2017-08-18 15:30:00,2017-08-18 17:29:59.999,4304.15,4371.52,4296.04,4340.31,75.65713,328064.16,60.385258,261804.23,405
2017-08-18 17:30:00,2017-08-18 19:29:59.999,4320.52,4340.31,4221.05,4293.09,61.652725,264518.8,50.153076,215249.89,273
2017-08-18 19:30:00,2017-08-18 21:29:59.999,4293.09,4293.09,4193.7,4236.89,114.31666,484939.72,96.92524,411034.2,424
2017-08-18 21:30:00,2017-08-18 23:29:59.999,4234.54,4283.79,4066.53,4193.35,107.73029,455164.0,87.36169,369609.2,361
2017-08-18 23:30:00,2017-08-19 01:29:59.999,4171.17,4297.75,4015.7,4136.28,85.91668,352167.06,66.09725,271485.78,392
2017-08-19 01:30:00,2017-08-19 03:29:59.999,4135.0,4135.0,3938.77,3975.69,34.70667,139117.89,21.204296,85018.5,309
